"","lon","lat","TEM"
"621",-77.25,37.75,8.9
"622",-76.75,37.75,9.6
"623",-76.25,37.75,10.6
"624",-75.75,37.75,11.1
"625",-75.25,37.75,12.1
"626",-74.75,37.75,13.1
"627",-74.25,37.75,0
"628",-73.75,37.75,0
"629",-73.25,37.75,0
"630",-91.25,38.25,7.4
"631",-90.75,38.25,7.5
"632",-90.25,38.25,7.4
"633",-89.75,38.25,7.4
"634",-89.25,38.25,7.3
"635",-88.75,38.25,7.3
"636",-88.25,38.25,7.3
"637",-87.75,38.25,7.3
"638",-87.25,38.25,7.3
"639",-86.75,38.25,7.2
"640",-86.25,38.25,7.1
"641",-85.75,38.25,7.1
"642",-85.25,38.25,7
"643",-84.75,38.25,6.9
"644",-84.25,38.25,6.8
"645",-83.75,38.25,6.9
"646",-83.25,38.25,7
"647",-82.75,38.25,7.1
"648",-82.25,38.25,7.2
"649",-81.75,38.25,7.1
"650",-81.25,38.25,6.8
"651",-80.75,38.25,5.6
"652",-80.25,38.25,4.9
"653",-79.75,38.25,4.9
"654",-79.25,38.25,5.6
"655",-78.75,38.25,6.6
"656",-78.25,38.25,7.3
"657",-77.75,38.25,7.9
"658",-77.25,38.25,8.5
"659",-76.75,38.25,9.1
"660",-76.25,38.25,9.9
"661",-75.75,38.25,9.8
"662",-75.25,38.25,10.8
"663",-74.75,38.25,12.1
"664",-74.25,38.25,0
"665",-73.75,38.25,0
"666",-73.25,38.25,0
"667",-91.25,38.75,7
"668",-90.75,38.75,7.1
"669",-90.25,38.75,7
"670",-89.75,38.75,6.9
"671",-89.25,38.75,6.8
"672",-88.75,38.75,6.7
"673",-88.25,38.75,6.7
"674",-87.75,38.75,6.8
"675",-87.25,38.75,6.7
"676",-86.75,38.75,6.7
"677",-86.25,38.75,6.6
"678",-85.75,38.75,6.5
"679",-85.25,38.75,6.5
"680",-84.75,38.75,6.6
"681",-84.25,38.75,6.6
"682",-83.75,38.75,6.4
"683",-83.25,38.75,6.6
"684",-82.75,38.75,6.7
"685",-82.25,38.75,6.9
"686",-81.75,38.75,6.8
"687",-81.25,38.75,6.7
"688",-80.75,38.75,6.3
"689",-80.25,38.75,5.2
"690",-79.75,38.75,4.6
"691",-79.25,38.75,4.8
"692",-78.75,38.75,5.7
"693",-78.25,38.75,6.7
"694",-77.75,38.75,7.2
"695",-77.25,38.75,7.8
"696",-76.75,38.75,8.4
"697",-76.25,38.75,8.9
"698",-75.75,38.75,8.8
"699",-75.25,38.75,9.9
