"lon","lat","TEM"
-76.25,36.75,26.1
-75.75,36.75,25.7
-75.25,36.75,25.7
-74.75,36.75,25.8
-74.25,36.75,0
-73.75,36.75,0
-73.25,36.75,0
-91.25,37.25,25.3
-90.75,37.25,25.5
-90.25,37.25,25.6
-89.75,37.25,25.6
-89.25,37.25,25.6
-88.75,37.25,25.6
-88.25,37.25,25.5
-87.75,37.25,25.4
-87.25,37.25,25.2
-86.75,37.25,25
-86.25,37.25,24.8
-85.75,37.25,24.6
-85.25,37.25,24.3
-84.75,37.25,24.1
-84.25,37.25,24
-83.75,37.25,23.9
-83.25,37.25,23.5
-82.75,37.25,23.2
-82.25,37.25,22.9
-81.75,37.25,22.3
-81.25,37.25,21.5
-80.75,37.25,22.1
-80.25,37.25,22.9
-79.75,37.25,23.8
-79.25,37.25,24.7
-78.75,37.25,25.3
-78.25,37.25,25.6
-77.75,37.25,25.9
-77.25,37.25,26.1
-76.75,37.25,26.1
-76.25,37.25,26.1
-75.75,37.25,25.6
-75.25,37.25,25.5
-74.75,37.25,25.5
-74.25,37.25,0
-73.75,37.25,0
-73.25,37.25,0
-91.25,37.75,25.1
-90.75,37.75,25.3
-90.25,37.75,25.3
-89.75,37.75,25.2
-89.25,37.75,25.1
-88.75,37.75,25.1
-88.25,37.75,25
-87.75,37.75,24.9
-87.25,37.75,24.8
-86.75,37.75,24.8
-86.25,37.75,24.9
-85.75,37.75,24.6
-85.25,37.75,24.3
-84.75,37.75,24
-84.25,37.75,23.9
-83.75,37.75,24
-83.25,37.75,23.9
-82.75,37.75,23.9
-82.25,37.75,23.7
-81.75,37.75,23.2
-81.25,37.75,22.2
-80.75,37.75,21.7
-80.25,37.75,22
-79.75,37.75,22.7
-79.25,37.75,23.6
-78.75,37.75,24.6
-78.25,37.75,25.3
-77.75,37.75,25.7
-77.25,37.75,25.8
-76.75,37.75,25.9
-76.25,37.75,26.1
-75.75,37.75,25.6
-75.25,37.75,25.3
-74.75,37.75,25.1
-74.25,37.75,0
-73.75,37.75,0
-73.25,37.75,0
